loan_id,paid_at,amount,transaction_type
1678,2018-02-06 13:00,200000.0,
1678,2018-02-11 11:36,192600.0,
1856,2018-03-26 15:04,195700.0,
1856,2018-04-07 12:53,400000.0,
1750,2018-02-27 14:01,83400.0,
1750,2018-03-10 08:44,300000.0,
1819,2018-03-31 07:42,235600.0,
1819,2018-04-30 13:55,180000.0,
1819,2018-05-01 15:37,55000.0,
1819,2018-05-02 11:14,6000.0,
1819,2018-05-08 15:00,230200.0,
2082,2018-05-23 15:43,160000.0,
2082,2018-06-01 07:51,170000.0,
2082,2018-06-07 06:32,200000.0,
4798,2019-05-25 15:44,1228500.0,
5423,2019-06-05 20:47,525400.0,
5751,2019-06-10 09:03,455400.0,
4798,2019-06-24 15:56,1228500.0,
6077,2019-07-05 09:20,578700.0,
6834,2019-07-29 19:43,1170000.0,
7022,2019-08-04 17:01,688300.0,
7753,2019-08-21 12:07,100000.0,
7870,2019-09-03 09:12,28800.0,
7753,2019-09-04 16:27,588300.0,
7870,2019-09-19 12:28,200000.0,
6834,2019-09-30 17:03,2916600.0,
8810,2019-10-11 14:21,314200.0,
9137,2019-10-24 17:31,276100.0,
9747,2019-11-14 11:35,424500.0,
9660,2019-11-15 18:36,1000000.0,
10106,2019-11-18 09:58,67000.0,
11271,2019-11-19 14:43,73600.0,
10106,2019-11-23 18:20,400000.0,
11271,2019-11-26 21:06,7000.0,
11271,2019-11-29 18:49,10000.0,
11271,2019-12-05 13:49,150000.0,
13234,2019-12-09 05:09,24600.0,
11271,2019-12-09 10:04,333000.0,
11755,2019-12-09 10:42,100000.0,
9660,2019-12-09 14:33,300000.0,
13234,2019-12-11 08:16,20000.0,
13234,2019-12-12 07:26,20000.0,
13234,2019-12-13 05:32,20000.0,
13701,2019-12-13 16:48,3000.0,
13234,2019-12-14 08:10,10000.0,
13701,2019-12-14 13:07,20000.0,
13701,2019-12-16 09:03,5300.0,
11755,2019-12-17 22:13,473600.0,
13234,2019-12-19 15:15,15000.0,
13701,2019-12-20 07:50,6000.0,
13701,2019-12-20 19:29,5000.0,
13701,2019-12-21 17:48,65000.0,
13234,2019-12-22 14:13,25000.0,
13234,2019-12-24 17:59,30000.0,
13701,2019-12-25 07:05,44000.0,
13234,2019-12-28 07:02,50000.0,
13234,2019-12-30 09:27,15000.0,
13234,2020-01-01 07:14,19000.0,
13234,2020-01-02 06:06,65000.0,
13701,2020-01-02 06:06,50000.0,
13234,2020-01-02 14:21,9000.0,
13234,2020-01-03 10:23,45000.0,
13234,2020-01-03 18:46,29000.0,
13173,2020-01-04 09:27,578700.0,
13234,2020-01-04 09:41,99000.0,
13234,2020-01-04 12:40,79000.0,
14834,2020-01-04 15:05,80000.0,
13507,2020-01-04 16:24,745700.0,
15326,2020-01-08 13:28,58000.0,
15326,2020-01-11 06:59,110000.0,
15326,2020-01-12 13:23,60000.0,
15326,2020-01-13 04:39,100000.0,
15326,2020-01-13 07:45,31400.0,
14341,2020-01-13 12:17,688300.0,
14912,2020-01-15 04:36,30000.0,
9660,2020-01-15 16:00,2569100.0,
16292,2020-01-16 16:16,71100.0,
14912,2020-01-19 06:26,15000.0,
14912,2020-01-19 10:46,15000.0,
14940,2020-01-20 15:43,100000.0,
14912,2020-01-20 16:05,20000.0,
16292,2020-01-21 09:58,100000.0,
14940,2020-01-21 16:11,100000.0,
14912,2020-01-22 05:55,11400.0,
16292,2020-01-23 08:30,32000.0,
14940,2020-01-23 15:59,100000.0,
14912,2020-01-26 15:46,15000.0,
16790,2020-01-27 03:52,5000.0,
16292,2020-01-28 10:45,105000.0,
14834,2020-01-28 17:31,230000.0,
14906,2020-01-29 19:42,55400.0,
16292,2020-01-30 14:58,48000.0,
14912,2020-01-31 04:31,5000.0,
14834,2020-02-01 07:15,207700.0,
14906,2020-02-01 20:11,75000.0,
14940,2020-02-02 08:22,114600.0,
16292,2020-02-02 08:39,90000.0,
16292,2020-02-02 10:15,25000.0,
16790,2020-02-02 20:18,9000.0,
14912,2020-02-03 14:57,50000.0,
14912,2020-02-04 04:08,55000.0,
14912,2020-02-04 08:39,51000.0,
14912,2020-02-04 11:01,30000.0,
14912,2020-02-04 13:49,53000.0,
14912,2020-02-05 09:22,245000.0,
14906,2020-02-05 10:24,700000.0,
14912,2020-02-05 10:50,196000.0,
14906,2020-02-06 04:45,30000.0,
14906,2020-02-06 04:45,200.0,
16790,2020-02-07 11:57,9600.0,
16790,2020-02-09 15:33,16000.0,
18491,2020-02-13 06:32,500.0,
16790,2020-02-13 09:14,30000.0,
16260,2020-02-13 09:24,711300.0,
17876,2020-02-20 04:03,300000.0,
18341,2020-02-20 07:14,4900.0,
19737,2020-02-20 18:47,13000.0,
18413,2020-02-21 06:52,14000.0,
17089,2020-02-22 00:34,800000.0,
18341,2020-02-26 06:12,150000.0,
18491,2020-02-26 15:31,11000.0,
14940,2020-02-26 20:27,395000.0,
18413,2020-02-28 15:37,4000.0,
18413,2020-02-29 09:51,25000.0,
17876,2020-02-29 19:25,358900.0,
18491,2020-03-01 04:17,76500.0,
18341,2020-03-02 08:35,330000.0,
20746,2020-03-02 10:39,60000.0,
18413,2020-03-03 06:18,17000.0,
18413,2020-03-03 10:37,90000.0,
20746,2020-03-03 11:06,50000.0,
18413,2020-03-03 17:33,35000.0,
18413,2020-03-04 10:18,69000.0,
18413,2020-03-04 13:50,80000.0,
18413,2020-03-04 17:48,34000.0,
18413,2020-03-05 08:21,99000.0,
18413,2020-03-05 17:14,37000.0,
18413,2020-03-05 18:26,19000.0,
18535,2020-03-05 18:32,239600.0,
18413,2020-03-06 07:42,81000.0,
18413,2020-03-06 09:50,100000.0,
14940,2020-03-06 10:30,48000.0,
18413,2020-03-06 12:00,189000.0,
18413,2020-03-06 12:19,43100.0,
19737,2020-03-06 19:37,55000.0,
18401,2020-03-07 15:09,538900.0,
17089,2020-03-09 08:55,443300.0,
19737,2020-03-09 17:23,20000.0,
19737,2020-03-10 19:14,29800.0,
19222,2020-03-13 12:14,344200.0,
19186,2020-03-13 13:54,260000.0,
19186,2020-03-13 14:00,100000.0,
19186,2020-03-13 14:02,500400.0,
21853,2020-03-13 14:04,5000.0,
20746,2020-03-16 10:54,90000.0,
14940,2020-03-16 14:12,150000.0,
20746,2020-03-17 13:36,30000.0,
21853,2020-03-19 18:05,150000.0,
20746,2020-03-20 06:30,100000.0,
831407,2023-11-25 18:23,780000.0,Deposit
21853,2020-03-21 16:46,80900.0,
20746,2020-03-21 17:59,150000.0,
20963,2020-03-21 18:12,190000.0,
20746,2020-03-23 09:27,100000.0,
20746,2020-03-23 11:46,78000.0,
20746,2020-03-23 12:45,900.0,
14940,2020-03-24 09:36,236200.0,
21853,2020-03-24 11:26,12000.0,
20821,2020-03-26 06:22,205000.0,
22992,2020-03-26 10:55,50000.0,
20963,2020-03-26 15:00,136100.0,
21853,2020-03-26 17:13,50000.0,
22717,2020-03-27 06:29,8500.0,
22717,2020-03-28 17:24,9000.0,
21853,2020-03-29 06:44,25000.0,
20888,2020-03-29 11:53,117800.0,
22717,2020-03-29 18:09,5400.0,
22992,2020-03-30 12:28,100000.0,
21063,2020-03-30 13:20,816600.0,
21853,2020-03-31 12:57,35000.0,
21853,2020-04-01 04:59,20000.0,
22992,2020-04-01 04:59,100000.0,
22185,2020-04-01 10:08,15000.0,
21853,2020-04-01 19:38,50000.0,
22992,2020-04-02 07:57,40000.0,
22717,2020-04-02 08:36,30000.0,
21853,2020-04-03 08:01,10000.0,
21853,2020-04-03 12:02,144550.0,
22185,2020-04-04 06:35,13000.0,
22992,2020-04-05 11:51,30000.0,
22185,2020-04-06 04:27,24500.0,
21366,2020-04-07 17:41,1000.0,
21366,2020-04-09 16:15,85000.0,
22992,2020-04-10 08:12,40000.0,
22185,2020-04-11 16:28,5000.0,
23342,2020-04-11 17:51,2000.0,
22185,2020-04-12 19:58,20000.0,
23342,2020-04-13 13:21,17500.0,
22185,2020-04-13 23:54,10000.0,
20963,2020-04-15 17:15,50000.0,
22185,2020-04-16 05:42,12000.0,
23342,2020-04-16 16:49,40000.0,
20963,2020-04-17 09:56,50000.0,
22185,2020-04-17 13:18,10000.0,
23342,2020-04-18 09:23,16000.0,
22992,2020-04-18 15:13,497500.0,
22185,2020-04-18 17:26,12000.0,
22185,2020-04-19 15:56,6000.0,
23342,2020-04-25 11:11,50000.0,
21366,2020-04-25 16:25,50500.0,
23342,2020-04-27 22:22,49600.0,
21366,2020-04-30 16:52,45000.0,
24630,2020-05-02 12:30,11000.0,
23438,2020-05-05 12:47,600000.0,
24630,2020-05-05 16:43,23800.0,
21366,2020-05-05 17:28,6000.0,
23438,2020-05-06 09:22,567500.0,
21366,2020-05-06 16:18,35000.0,
21366,2020-05-07 17:13,16000.0,
24630,2020-05-08 16:38,5000.0,
24630,2020-05-10 16:32,9500.0,
21366,2020-05-11 17:18,52800.0,
24630,2020-05-11 17:48,1500.0,
24630,2020-05-11 17:50,5000.0,
24630,2020-05-12 17:26,5000.0,
24384,2020-05-13 16:54,16000.0,
21366,2020-05-15 17:22,52000.0,
24384,2020-05-17 04:45,11000.0,
24630,2020-05-17 05:48,5000.0,
25261,2020-05-17 09:42,42500.0,
21366,2020-05-17 16:04,43000.0,
24630,2020-05-17 16:15,5000.0,
25261,2020-05-18 10:04,15000.0,
24630,2020-05-18 17:06,14000.0,
24384,2020-05-18 17:43,29000.0,
24630,2020-05-19 17:26,10000.0,
24384,2020-05-19 20:12,76800.0,
24630,2020-05-20 14:22,10000.0,
24630,2020-05-21 14:16,10000.0,
25261,2020-05-22 07:24,10000.0,
21366,2020-05-22 08:51,57000.0,
24630,2020-05-23 10:44,60000.0,
25261,2020-05-24 08:55,50000.0,
25261,2020-05-25 10:18,14000.0,
26256,2020-05-26 17:10,25000.0,
21366,2020-05-28 06:01,15000.0,
25261,2020-05-28 08:21,20000.0,
26256,2020-05-30 16:55,25000.0,
21366,2020-05-30 17:01,25000.0,
25261,2020-06-01 08:34,80000.0,
21366,2020-06-02 18:14,30000.0,
26256,2020-06-03 17:18,15000.0,
26973,2020-06-05 09:32,100000.0,
26256,2020-06-05 18:18,12000.0,
26404,2020-06-06 16:52,7000.0,
26256,2020-06-06 18:40,10000.0,
26404,2020-06-07 11:06,14500.0,
26404,2020-06-08 18:22,6000.0,
26256,2020-06-09 04:34,13200.0,
26256,2020-06-09 17:50,7000.0,
20963,2020-06-10 13:13,100000.0,
26404,2020-06-10 17:02,11000.0,
25497,2020-06-11 15:58,868000.0,
26404,2020-06-11 17:20,11000.0,
26973,2020-06-12 13:11,100000.0,
21366,2020-06-12 17:54,85000.0,
26404,2020-06-13 09:10,11500.0,
21294,2020-06-13 16:22,353300.0,
21366,2020-06-13 16:50,150000.0,
26404,2020-06-14 12:32,13500.0,
21366,2020-06-14 17:15,415000.0,
21366,2020-06-15 07:58,315000.0,
26256,2020-06-15 13:46,31000.0,
26404,2020-06-15 17:41,10000.0,
26404,2020-06-16 15:48,17000.0,
26404,2020-06-17 17:24,20000.0,
21651,2020-06-18 01:48,7000.0,
26404,2020-06-18 16:47,10000.0,
26404,2020-06-19 16:45,11500.0,
26973,2020-06-20 17:31,50000.0,
26404,2020-06-21 05:29,10000.0,
26404,2020-06-21 13:07,9500.0,
22098,2020-06-21 16:12,458900.0,
26973,2020-06-22 05:43,250000.0,
21651,2020-06-22 09:56,9000.0,
27835,2020-06-23 08:07,24700.0,
27178,2020-06-23 10:41,21500.0,
26973,2020-06-23 15:21,67500.0,
26973,2020-06-24 04:07,50000.0,
26404,2020-06-24 07:54,39000.0,
21651,2020-06-24 16:12,78000.0,
26973,2020-06-25 06:13,150000.0,
27178,2020-06-26 14:00,7000.0,
26973,2020-06-27 05:32,150000.0,
26973,2020-06-28 14:28,130000.0,
26973,2020-06-28 18:10,120000.0,
27835,2020-07-01 06:18,42000.0,
27178,2020-07-02 07:41,50000.0,
20821,2020-07-02 16:00,53000.0,
28401,2020-07-03 10:08,100000.0,
27178,2020-07-04 10:24,129000.0,
22106,2020-07-08 10:16,603400.0,
22106,2020-07-10 08:40,343000.0,
27835,2020-07-10 09:04,40000.0,
22106,2020-07-10 12:11,82000.0,
20821,2020-07-10 20:01,100000.0,
27178,2020-07-11 08:06,5500.0,
27818,2020-07-12 11:15,90000.0,
20821,2020-07-12 13:19,26000.0,
20821,2020-07-13 08:25,274900.0,
27818,2020-07-13 10:12,150000.0,
27818,2020-07-13 16:27,50000.0,
27835,2020-07-14 14:21,38000.0,
27818,2020-07-14 14:51,310000.0,
27675,2020-07-15 06:28,583800.0,
27818,2020-07-15 13:36,300000.0,
27178,2020-07-15 17:20,50000.0,
27818,2020-07-16 14:07,350000.0,
27818,2020-07-16 15:33,226300.0,
27618,2020-07-18 12:33,1017100.0,
27178,2020-07-20 07:37,10000.0,
28401,2020-07-20 09:19,200000.0,
27178,2020-07-21 13:25,10000.0,
28054,2020-07-22 12:13,803000.0,
29138,2020-07-23 08:19,58900.0,
28401,2020-07-25 13:39,280000.0,
29341,2020-07-25 13:53,50000.0,
21651,2020-07-25 18:01,160000.0,
27178,2020-07-26 11:53,31000.0,
27178,2020-07-27 13:31,7900.0,
28401,2020-07-28 15:33,295000.0,
29278,2020-07-29 07:54,31900.0,
27178,2020-07-29 09:41,31500.0,
28401,2020-07-29 20:15,803200.0,
29341,2020-08-01 06:54,52000.0,
21651,2020-08-01 02:40,50000.0,
21651,2020-08-02 16:45,45000.0,
29278,2020-08-03 08:50,18000.0,
27178,2020-08-04 09:27,61300.0,
27178,2020-08-05 12:54,9000.0,
29456,2020-08-05 16:31,100000.0,
22717,2020-08-06 07:56,10000.0,
29341,2020-08-06 13:17,66000.0,
31121,2020-08-07 14:05,5000.0,
29278,2020-08-08 11:55,75000.0,
29341,2020-08-08 18:01,30500.0,
29456,2020-08-09 17:46,30000.0,
27178,2020-08-10 06:05,51500.0,
47874,2021-03-24 14:07,30000.0,
22717,2020-08-07 20:24,10000.0,
27178,2020-08-10 13:44,9000.0,
29138,2020-08-10 19:39,100000.0,
29278,2020-08-11 13:17,27000.0,
27178,2020-08-11 13:34,50000.0,
30903,2020-08-11 17:49,55000.0,
30903,2020-08-12 15:34,58000.0,
29138,2020-08-12 15:46,500000.0,
29341,2020-08-12 19:40,40000.0,
27178,2020-08-13 06:41,5700.0,
22717,2020-08-10 17:51,12000.0,
29306,2020-08-14 08:09,868000.0,
29456,2020-08-14 10:49,208000.0,
29456,2020-08-14 15:18,30300.0,
27178,2020-08-15 07:12,50000.0,
29456,2020-08-15 13:26,108000.0,
30903,2020-08-15 17:45,20000.0,
29456,2020-08-16 11:32,187000.0,
27178,2020-08-17 09:11,32000.0,
22717,2020-08-14 17:03,4500.0,
31539,2020-08-18 16:14,16500.0,
31537,2020-08-19 09:32,20000.0,
31537,2020-08-19 09:39,20000.0,
30515,2020-08-20 05:26,221900.0,
29456,2020-08-20 14:54,3300.0,
31539,2020-08-20 20:08,17300.0,
22717,2020-08-18 06:56,7900.0,
29826,2020-08-21 12:17,414600.0,
31539,2020-08-21 19:11,18000.0,
30903,2020-08-22 15:58,65000.0,
31452,2020-08-23 07:21,12000.0,
29456,2020-08-24 13:37,20000.0,
29730,2020-08-24 16:22,839300.0,
31956,2020-08-26 07:23,31700.0,
32071,2020-08-26 10:57,40800.0,
30903,2020-08-26 12:25,8000.0,
31539,2020-08-27 18:03,10000.0,
31539,2020-08-29 08:55,8000.0,
31539,2020-08-29 18:19,12000.0,
30515,2020-08-30 05:00,100000.0,
31121,2020-08-31 08:38,653900.0,
22717,2020-08-31 10:30,66000.0,
33118,2020-08-31 14:50,30000.0,
31537,2020-08-31 16:09,4000.0,
22991,2020-09-01 09:45,320000.0,
31539,2020-09-01 17:01,10000.0,
22991,2020-09-01 17:10,20000.0,
31452,2020-09-01 18:58,20500.0,
31539,2020-09-01 19:25,6500.0,
20821,2020-07-13 13:26,110600.0,
31537,2020-09-02 11:09,20000.0,
22991,2020-09-02 13:14,20000.0,
31539,2020-09-03 06:04,40000.0,
30903,2020-09-03 09:03,597000.0,
31521,2020-09-03 10:24,100000.0,
22991,2020-09-03 13:43,29500.0,
22991,2020-09-03 19:34,11950.0,
31787,2020-09-04 00:46,60000.0,
31539,2020-09-04 07:45,5000.0,
22991,2020-09-04 14:56,8650.0,
31537,2020-09-04 18:24,30000.0,
32071,2020-09-05 17:09,40000.0,
31787,2020-09-07 16:48,50000.0,
31452,2020-09-08 08:12,13000.0,
31452,2020-09-08 09:21,50000.0,
31537,2020-09-08 16:35,30000.0,
31452,2020-09-08 17:50,16000.0,
31434,2020-09-08 18:05,690000.0,
32071,2020-09-09 10:24,39000.0,
31539,2020-09-09 15:28,15500.0,
31434,2020-09-09 15:47,256400.0,
31539,2020-09-09 16:02,11000.0,
31452,2020-09-09 18:16,48000.0,
31539,2020-09-10 05:42,20000.0,
32810,2020-09-10 09:49,50000.0,
31539,2020-09-10 14:17,65000.0,
31787,2020-09-10 16:33,50000.0,
22991,2020-09-10 19:26,23000.0,
31521,2020-09-11 15:07,783200.0,
32810,2020-09-12 13:49,55000.0,
31539,2020-09-12 15:20,13000.0,
32810,2020-09-13 14:29,100000.0,
31648,2020-09-13 17:11,1147200.0,
29456,2020-09-14 14:13,80000.0,
29456,2020-09-14 16:41,100000.0,
29456,2020-09-15 07:28,180000.0,
31956,2020-09-15 09:21,300000.0,
29456,2020-09-15 15:03,220000.0,
29456,2020-09-15 16:40,60000.0,
34074,2020-09-15 16:56,20000.0,
32810,2020-09-16 10:14,136000.0,
22991,2020-09-16 14:37,128000.0,
34074,2020-09-16 19:57,27500.0,
31787,2020-09-17 08:36,200000.0,
31787,2020-09-17 09:20,900.0,
33905,2020-09-17 10:18,55000.0,
33838,2020-09-18 10:17,25000.0,
32810,2020-09-19 15:10,210000.0,
34138,2020-09-19 15:55,34500.0,
34074,2020-09-19 18:40,12000.0,
29826,2020-09-20 17:03,414600.0,
32810,2020-09-21 10:33,104300.0,
33838,2020-09-21 18:07,23000.0,
22991,2020-09-21 19:13,30000.0,
34074,2020-09-22 16:19,28000.0,
29730,2020-09-22 16:35,835900.0,
31956,2020-09-23 09:01,32000.0,
34138,2020-09-23 17:08,6000.0,
34138,2020-09-24 17:07,40000.0,
34074,2020-09-24 19:34,32000.0,
22991,2020-09-24 20:38,228500.0,
30515,2020-09-26 08:08,110000.0,
30515,2020-09-28 12:00,190000.0,
33118,2020-09-28 17:58,827500.0,
34074,2020-09-28 19:45,29000.0,
34074,2020-09-28 20:31,19000.0,
34138,2020-09-29 07:46,9000.0,
35416,2020-09-29 08:17,5000.0,
34138,2020-09-29 15:30,6500.0,
33430,2020-09-28 17:38,99000.0,
33430,2020-09-29 14:23,34000.0,
33430,2020-09-29 17:36,12000.0,
34138,2020-09-30 08:15,13000.0,
34847,2020-09-30 17:12,12000.0,
34138,2020-10-01 14:56,40000.0,
33838,2020-10-01 19:26,80000.0,
34138,2020-10-02 13:31,28000.0,
34847,2020-10-02 16:23,30000.0,
33838,2020-10-03 05:12,25000.0,
33838,2020-10-03 09:44,15000.0,
33386,2020-10-03 11:29,1032500.0,
29456,2020-10-04 16:29,50000.0,
33430,2020-10-03 15:51,20200.0,
33905,2020-10-05 14:29,145000.0,
33905,2020-10-05 16:19,12000.0,
35663,2020-10-05 18:17,13900.0,
35852,2020-10-05 19:48,5000.0,
34138,2020-10-06 09:06,26000.0,
34138,2020-10-06 10:11,45000.0,
31956,2020-10-06 12:46,10000.0,
35852,2020-10-06 17:05,5000.0,
35663,2020-10-06 19:42,10000.0,
35852,2020-10-07 13:03,5000.0,
34636,2020-10-07 15:00,100000.0,
34847,2020-10-07 17:32,25000.0,
35663,2020-10-07 18:52,7000.0,
35852,2020-10-08 13:22,5000.0,
35663,2020-10-08 17:35,10000.0,
35852,2020-10-09 11:59,7000.0,
34847,2020-10-09 12:29,108000.0,
31956,2020-10-09 14:25,20000.0,
35663,2020-10-09 19:59,10000.0,
34636,2020-10-10 04:39,100000.0,
33931,2020-10-10 06:07,414600.0,
34138,2020-10-10 07:30,30800.0,
35852,2020-10-10 07:43,8700.0,
35663,2020-10-10 10:04,10000.0,
35944,2020-10-10 23:21,80000.0,
34636,2020-10-11 03:39,75000.0,
35852,2020-10-11 05:11,7500.0,
34847,2020-10-11 17:34,86000.0,
31956,2020-10-12 05:32,39500.0,
34847,2020-10-12 08:34,16500.0,
29456,2020-10-12 09:37,35300.0,
35852,2020-10-12 16:50,4000.0,
34636,2020-10-12 17:39,80000.0,
31956,2020-10-13 05:31,10000.0,
29456,2020-10-13 11:40,98000.0,
31956,2020-10-13 13:11,30000.0,
35852,2020-10-13 17:38,5000.0,
34189,2020-10-14 05:12,1147200.0,
35852,2020-10-14 06:41,8500.0,
29456,2020-10-14 09:17,295000.0,
29456,2020-10-14 10:51,90000.0,
29456,2020-10-14 14:25,95000.0,
34847,2020-10-14 14:52,79000.0,
34636,2020-10-14 02:29,220000.0,
34086,2020-10-14 16:41,1167500.0,
35852,2020-10-15 05:07,5000.0,
35852,2020-10-15 11:22,5000.0,
35852,2020-10-15 16:52,5000.0,
35454,2020-10-16 10:26,30000.0,
35663,2020-10-16 11:24,33000.0,
35852,2020-10-16 11:42,5000.0,
31956,2020-10-16 14:36,100000.0,
36793,2020-10-16 15:30,58000.0,
31956,2020-10-17 06:42,90200.0,
34847,2020-10-17 09:31,170000.0,
35819,2020-10-17 09:51,20000.0,
35852,2020-10-17 11:49,5000.0,
34847,2020-10-17 15:08,12000.0,
36793,2020-10-17 15:32,58000.0,
36360,2020-10-17 18:42,15000.0,
35852,2020-10-18 10:21,10000.0,
36793,2020-10-18 15:28,58000.0,
36360,2020-10-18 16:57,9000.0,
35663,2020-10-18 19:30,30000.0,
34847,2020-10-19 13:24,95000.0,
35663,2020-10-19 15:08,50000.0,
35852,2020-10-19 15:34,6000.0,
22991,2020-10-19 18:28,409500.0,
35852,2020-10-20 03:58,5000.0,
34847,2020-10-20 08:09,43700.0,
29826,2020-10-20 08:38,414600.0,
29730,2020-10-20 13:04,829100.0,
35852,2020-10-20 14:55,6000.0,
35819,2020-10-20 16:37,100000.0,
32899,2020-10-05 16:29,500000.0,
31956,2020-10-21 09:39,31700.0,
37413,2020-10-21 11:37,5000.0,
35852,2020-10-21 12:13,8000.0,
35819,2020-10-21 18:13,92600.0,
35852,2020-10-22 06:31,6000.0,
35852,2020-10-22 15:37,5000.0,
36360,2020-10-22 17:12,60000.0,
35852,2020-10-22 21:23,6000.0,
36360,2020-10-23 09:25,20000.0,
36360,2020-10-23 10:01,6000.0,
35852,2020-10-23 10:27,13000.0,
36793,2020-10-23 15:42,62000.0,
36360,2020-10-23 18:11,22000.0,
36793,2020-10-24 20:51,54000.0,
31956,2020-10-25 08:42,19400.0,
37348,2020-10-26 07:25,150000.0,
37713,2020-10-26 12:24,5000.0,
35454,2020-10-26 12:26,1137500.0,
35783,2020-10-26 13:28,389300.0,
36793,2020-10-26 19:43,48000.0,
31956,2020-10-27 08:04,30600.0,
37919,2020-10-27 15:10,12000.0,
36360,2020-10-27 15:52,17000.0,
36793,2020-10-27 17:56,48000.0,
37919,2020-10-28 09:11,8000.0,
37348,2020-10-28 09:38,120000.0,
36360,2020-10-28 12:05,30000.0,
31956,2020-10-28 13:48,50000.0,
35416,2020-10-28 16:44,305000.0,
35930,2020-10-29 04:17,120000.0,
35416,2020-10-29 11:48,49400.0,
35944,2020-10-29 16:27,110000.0,
36793,2020-10-29 19:36,48000.0,
36360,2020-10-30 09:45,23000.0,
37919,2020-10-30 09:51,5000.0,
36788,2020-10-30 16:37,66500.0,
38019,2020-10-30 19:18,19300.0,
36793,2020-10-30 20:47,48000.0,
36788,2020-10-31 07:53,50000.0,
36360,2020-10-31 18:31,46000.0,
37348,2020-10-31 19:54,18000.0,
36793,2020-11-01 04:07,50000.0,
37348,2020-11-01 13:27,9000.0,
37348,2020-11-01 14:49,20000.0,
37578,2020-11-01 17:05,50000.0,
37348,2020-11-01 18:27,28000.0,
37919,2020-11-02 04:44,5000.0,
36793,2020-11-02 05:08,60000.0,
36788,2020-11-02 06:36,50000.0,
35930,2020-11-01 09:53,30000.0,
31956,2020-11-02 15:25,69000.0,
37919,2020-11-02 17:13,7000.0,
31956,2020-11-03 06:09,131000.0,
36788,2020-11-03 06:47,50000.0,
37413,2020-11-03 07:52,10000.0,
37919,2020-11-03 14:56,8500.0,
37348,2020-11-03 15:32,60000.0,
35944,2020-11-03 15:54,224600.0,
36360,2020-11-03 17:17,6600.0,
38019,2020-11-03 18:49,20000.0,
36793,2020-11-03 19:42,65000.0,
35753,2020-11-04 09:07,119700.0,
35930,2020-11-04 12:19,20600.0,
37919,2020-11-04 16:11,5000.0,
36360,2020-11-04 20:12,45000.0,
36788,2020-11-05 18:17,50000.0,
37919,2020-11-06 03:57,5000.0,
36793,2020-11-06 07:13,32000.0,
36788,2020-11-06 14:23,50000.0,
36360,2020-11-06 19:49,21000.0,
36793,2020-11-07 04:16,30000.0,
38019,2020-11-07 08:11,10000.0,
36788,2020-11-07 17:37,50000.0,
37919,2020-11-07 18:07,6500.0,
38019,2020-11-08 07:47,50000.0,
37578,2020-11-08 12:29,80000.0,
35753,2020-11-08 12:38,304800.0,
36793,2020-11-09 05:36,30000.0,
37919,2020-11-09 06:57,10000.0,
36788,2020-11-09 07:54,500000.0,
33931,2020-11-09 09:58,414600.0,
37919,2020-11-09 14:47,5000.0,
38019,2020-11-09 18:39,10000.0,
37919,2020-11-10 04:05,5000.0,
